account_id,actual_label,predicted_label,risk_score,risk_category,top_shap_feature_1,top_shap_value_1,top_shap_feature_2,top_shap_value_2,top_shap_feature_3,top_shap_value_3,recommended_action,alert_timestamp,isolation_anomaly_score,is_anomaly,final_suspicious
467,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4145,F3898,-0.282,NO ACTION NEEDED,2026-06-05 22:50:52,0.3432834453355656,0,0
468,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,-0.2629,NO ACTION NEEDED,2026-06-05 22:50:52,0.4718187684808456,0,0
469,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,-0.3536,NO ACTION NEEDED,2026-06-05 22:50:52,0.3520342280462456,0,0
470,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4147,F3898,-0.2488,NO ACTION NEEDED,2026-06-05 22:50:52,0.4172313094245475,0,0
471,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3898,-0.3074,NO ACTION NEEDED,2026-06-05 22:50:52,0.3654938291312219,0,0
472,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F3898,-0.1929,NO ACTION NEEDED,2026-06-05 22:50:52,0.3358094275749187,0,0
473,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F1921,-0.1291,NO ACTION NEEDED,2026-06-05 22:50:52,0.3934557344878353,0,0
474,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3898,-0.2845,NO ACTION NEEDED,2026-06-05 22:50:52,0.3555374067237338,0,0
475,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F1921,-0.1348,NO ACTION NEEDED,2026-06-05 22:50:52,0.4283727081581797,0,0
476,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F3898,-0.2725,NO ACTION NEEDED,2026-06-05 22:50:52,0.3908239250302045,0,0
477,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4173,F3898,-0.2034,NO ACTION NEEDED,2026-06-05 22:50:52,0.4596784135888551,0,0
478,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F1921,-0.1166,NO ACTION NEEDED,2026-06-05 22:50:52,0.3400305246655105,0,0
479,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.328,F3898,-0.259,NO ACTION NEEDED,2026-06-05 22:50:52,0.3639930289292187,0,0
480,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4146,F1921,-0.1263,NO ACTION NEEDED,2026-06-05 22:50:52,0.4097439298976025,0,0
481,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.3866,F1921,-0.1241,NO ACTION NEEDED,2026-06-05 22:50:52,0.3543307333062354,0,0
482,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.328,F3534,-0.2052,NO ACTION NEEDED,2026-06-05 22:50:52,0.4042876640139022,0,0
483,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F3898,-0.4268,NO ACTION NEEDED,2026-06-05 22:50:52,0.4602765952654729,0,0
484,0,0,0.22,SAFE,Unnamed__0,-5.1403,F3912,-1.3271,freq_amount_ratio,0.1769,NO ACTION NEEDED,2026-06-05 22:50:52,0.3938842574735161,0,0
485,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F3898,-0.3192,NO ACTION NEEDED,2026-06-05 22:50:52,0.3393160991164007,0,0
486,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3181,F3898,-0.373,NO ACTION NEEDED,2026-06-05 22:50:52,0.3721169562016168,0,0
487,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3534,-0.2029,NO ACTION NEEDED,2026-06-05 22:50:52,0.3748582802695901,0,0
488,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F3898,-0.2004,NO ACTION NEEDED,2026-06-05 22:50:52,0.3793900147598444,0,0
489,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4146,F3898,-0.1857,NO ACTION NEEDED,2026-06-05 22:50:52,0.45661110081878,0,0
490,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3898,-0.2624,NO ACTION NEEDED,2026-06-05 22:50:52,0.349223608141617,0,0
491,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.3285,freq_amount_ratio,0.1769,NO ACTION NEEDED,2026-06-05 22:50:52,0.3934934041129023,0,0
492,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.416,F3898,-0.3182,NO ACTION NEEDED,2026-06-05 22:50:52,0.3309025079997539,0,0
493,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,0.1423,NO ACTION NEEDED,2026-06-05 22:50:52,0.51665280023587,1,1
494,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3898,-0.2098,NO ACTION NEEDED,2026-06-05 22:50:52,0.3487659691217059,0,0
495,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,-0.3082,NO ACTION NEEDED,2026-06-05 22:50:52,0.4156010694573477,0,0
496,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.2148,NO ACTION NEEDED,2026-06-05 22:50:52,0.3769796438960527,0,0
497,1,1,99.86,HIGH RISK,Unnamed__0,5.248,F3912,1.8051,F3534,-0.1936,BLOCK IMMEDIATELY,2026-06-05 22:50:52,0.4411686953004717,0,1
498,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.342,F1921,-0.238,NO ACTION NEEDED,2026-06-05 22:50:52,0.3389083299967778,0,0
499,0,0,0.16,SAFE,Unnamed__0,-5.1403,F3912,-1.3278,freq_amount_ratio,0.1769,NO ACTION NEEDED,2026-06-05 22:50:52,0.4805164884244093,0,0
500,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F3534,-0.2307,NO ACTION NEEDED,2026-06-05 22:50:52,0.3382775340928797,0,0
501,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3534,-0.1076,NO ACTION NEEDED,2026-06-05 22:50:52,0.3614632596415555,0,0
502,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F3898,-0.335,NO ACTION NEEDED,2026-06-05 22:50:52,0.3534156671409613,0,0
503,0,0,0.15,SAFE,Unnamed__0,-5.1403,F3912,-1.2542,F1165,0.233,NO ACTION NEEDED,2026-06-05 22:50:52,0.3650296792528377,0,0
504,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3844,F3534,-0.1696,NO ACTION NEEDED,2026-06-05 22:50:52,0.390354135682683,0,0
505,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F1921,-0.1386,NO ACTION NEEDED,2026-06-05 22:50:52,0.4167325662202047,0,0
506,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3898,-0.1964,NO ACTION NEEDED,2026-06-05 22:50:52,0.3467995339617272,0,0
507,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F3898,-0.1918,NO ACTION NEEDED,2026-06-05 22:50:52,0.3516020420377571,0,0
508,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F3898,-0.2182,NO ACTION NEEDED,2026-06-05 22:50:52,0.4278865510095133,0,0
509,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4173,F3898,-0.3219,NO ACTION NEEDED,2026-06-05 22:50:52,0.4018366042633376,0,0
510,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4134,F3898,-0.2742,NO ACTION NEEDED,2026-06-05 22:50:52,0.4764682922576601,0,0
511,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,-0.2882,NO ACTION NEEDED,2026-06-05 22:50:52,0.3760963441293917,0,0
512,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.417,F3898,-0.341,NO ACTION NEEDED,2026-06-05 22:50:52,0.3991918151198258,0,0
513,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F1647,-0.1027,NO ACTION NEEDED,2026-06-05 22:50:52,0.641145786456392,1,1
514,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.3287,F3898,-0.2185,NO ACTION NEEDED,2026-06-05 22:50:52,0.3862883173013373,0,0
515,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F1921,-0.149,NO ACTION NEEDED,2026-06-05 22:50:52,0.3732734593561618,0,0
516,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3898,-0.2948,NO ACTION NEEDED,2026-06-05 22:50:52,0.3634846739152118,0,0
517,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4155,F950,-0.161,NO ACTION NEEDED,2026-06-05 22:50:52,0.3982892415371745,0,0
518,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.416,F1921,-0.2087,NO ACTION NEEDED,2026-06-05 22:50:52,0.4411040355314495,0,0
519,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3522,F3898,-0.3123,NO ACTION NEEDED,2026-06-05 22:50:52,0.5011974949742584,0,0
520,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.3192,F1165,0.3288,NO ACTION NEEDED,2026-06-05 22:50:52,0.3941429803353546,0,0
521,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3898,-0.2361,NO ACTION NEEDED,2026-06-05 22:50:52,0.3623230265667803,0,0
522,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F1921,-0.1108,NO ACTION NEEDED,2026-06-05 22:50:52,0.3547863416745048,0,0
523,0,0,0.13,SAFE,Unnamed__0,-5.1403,F3912,-1.4148,F3898,0.1451,NO ACTION NEEDED,2026-06-05 22:50:52,0.3524921045993023,0,0
524,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4167,F3898,-0.2224,NO ACTION NEEDED,2026-06-05 22:50:52,0.4448568028228237,0,0
525,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,-0.2684,NO ACTION NEEDED,2026-06-05 22:50:52,0.3525752816060672,0,0
526,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.3712,F3898,-0.3163,NO ACTION NEEDED,2026-06-05 22:50:52,0.3974515864272364,0,0
527,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F3534,-0.2221,NO ACTION NEEDED,2026-06-05 22:50:52,0.3770389173473414,0,0
528,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F1921,-0.1825,NO ACTION NEEDED,2026-06-05 22:50:52,0.5499909671996701,1,1
529,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4166,F3534,-0.1345,NO ACTION NEEDED,2026-06-05 22:50:52,0.3409225811566517,0,0
530,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F3898,-0.2323,NO ACTION NEEDED,2026-06-05 22:50:52,0.3400018059875694,0,0
531,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3898,-0.1873,NO ACTION NEEDED,2026-06-05 22:50:52,0.3849403890046721,0,0
532,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4169,F3898,-0.2824,NO ACTION NEEDED,2026-06-05 22:50:52,0.3822816859342137,0,0
533,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.3264,F3898,-0.3843,NO ACTION NEEDED,2026-06-05 22:50:52,0.349955230740727,0,0
534,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F1921,-0.1776,NO ACTION NEEDED,2026-06-05 22:50:52,0.3504543697840119,0,0
535,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.416,F3898,0.1294,NO ACTION NEEDED,2026-06-05 22:50:52,0.4498244772067168,0,0
536,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4149,F1921,-0.1488,NO ACTION NEEDED,2026-06-05 22:50:52,0.4405618387492866,0,0
537,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4153,F3898,-0.3127,NO ACTION NEEDED,2026-06-05 22:50:52,0.3660580107317372,0,0
538,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4167,F3898,-0.2269,NO ACTION NEEDED,2026-06-05 22:50:52,0.3539541917377573,0,0
539,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.1942,NO ACTION NEEDED,2026-06-05 22:50:52,0.3654459693302441,0,0
540,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.2642,NO ACTION NEEDED,2026-06-05 22:50:52,0.3787686592696518,0,0
541,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F3898,-0.3544,NO ACTION NEEDED,2026-06-05 22:50:52,0.3697793281264103,0,0
542,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F3898,-0.2561,NO ACTION NEEDED,2026-06-05 22:50:52,0.393246433374006,0,0
543,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4149,F3898,-0.243,NO ACTION NEEDED,2026-06-05 22:50:52,0.4037190408620977,0,0
544,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4153,F3898,-0.2141,NO ACTION NEEDED,2026-06-05 22:50:52,0.4834164753728718,0,0
545,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F950,-0.1427,NO ACTION NEEDED,2026-06-05 22:50:52,0.4865239361219703,0,0
546,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.4149,F1921,-0.2054,NO ACTION NEEDED,2026-06-05 22:50:52,0.4426188618815662,0,0
547,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4137,F3898,-0.2324,NO ACTION NEEDED,2026-06-05 22:50:52,0.3654539356415318,0,0
548,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F3534,-0.1247,NO ACTION NEEDED,2026-06-05 22:50:52,0.3495336333224229,0,0
549,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F1921,-0.1233,NO ACTION NEEDED,2026-06-05 22:50:52,0.4253890378068276,0,0
550,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,-0.1904,NO ACTION NEEDED,2026-06-05 22:50:52,0.3432573426260562,0,0
551,0,0,0.13,SAFE,Unnamed__0,-5.1403,F3912,-1.2662,F1165,0.461,NO ACTION NEEDED,2026-06-05 22:50:52,0.3417648982094445,0,0
552,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4149,F950,-0.2143,NO ACTION NEEDED,2026-06-05 22:50:52,0.438330295474074,0,0
553,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.3293,freq_amount_ratio,0.1769,NO ACTION NEEDED,2026-06-05 22:50:52,0.3758363040324319,0,0
554,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4155,F3898,-0.3581,NO ACTION NEEDED,2026-06-05 22:50:52,0.4181848535625347,0,0
555,0,0,0.16,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3898,0.1581,NO ACTION NEEDED,2026-06-05 22:50:52,0.3515467745773001,0,0
556,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F3898,-0.2453,NO ACTION NEEDED,2026-06-05 22:50:52,0.3703849571125928,0,0
557,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F1921,-0.1281,NO ACTION NEEDED,2026-06-05 22:50:52,0.3507874332488308,0,0
558,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F950,-0.1214,NO ACTION NEEDED,2026-06-05 22:50:52,0.4255482438450875,0,0
559,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4155,F3898,-0.3656,NO ACTION NEEDED,2026-06-05 22:50:52,0.3935524997869505,0,0
560,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F3534,-0.1902,NO ACTION NEEDED,2026-06-05 22:50:52,0.3504397639572353,0,0
561,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F1921,-0.1163,NO ACTION NEEDED,2026-06-05 22:50:52,0.3580700086851183,0,0
562,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F3898,-0.2271,NO ACTION NEEDED,2026-06-05 22:50:52,0.3723803976165722,0,0
563,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4149,F3898,-0.2804,NO ACTION NEEDED,2026-06-05 22:50:52,0.4146517594665982,0,0
564,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F3898,-0.3303,NO ACTION NEEDED,2026-06-05 22:50:52,0.3325939013020999,0,0
565,0,0,0.13,SAFE,Unnamed__0,-5.1403,F3912,-1.2926,freq_amount_ratio,0.2407,NO ACTION NEEDED,2026-06-05 22:50:52,0.4095030752343983,0,0
566,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F3534,-0.16,NO ACTION NEEDED,2026-06-05 22:50:52,0.355919061779103,0,0
567,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.2325,NO ACTION NEEDED,2026-06-05 22:50:52,0.5314292782817645,1,1
568,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.415,F3534,-0.2313,NO ACTION NEEDED,2026-06-05 22:50:52,0.4379588671591773,0,0
569,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3078,F1165,0.3545,NO ACTION NEEDED,2026-06-05 22:50:52,0.4019310741056444,0,0
570,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,-0.2073,NO ACTION NEEDED,2026-06-05 22:50:52,0.4276201917288349,0,0
571,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F3898,-0.2822,NO ACTION NEEDED,2026-06-05 22:50:52,0.3716366040847423,0,0
572,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F1647,-0.1032,NO ACTION NEEDED,2026-06-05 22:50:52,0.3779261167019099,0,0
573,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F1921,-0.1608,NO ACTION NEEDED,2026-06-05 22:50:52,0.4409845076079917,0,0
574,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4155,F3898,-0.3035,NO ACTION NEEDED,2026-06-05 22:50:52,0.3339630690653094,0,0
575,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F3898,-0.2437,NO ACTION NEEDED,2026-06-05 22:50:52,0.3507575624032836,0,0
576,0,0,0.12,SAFE,Unnamed__0,-5.1403,F3912,-1.3502,F1921,-0.2261,NO ACTION NEEDED,2026-06-05 22:50:52,0.4226950020965961,0,0
577,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4166,F3898,-0.2606,NO ACTION NEEDED,2026-06-05 22:50:52,0.3592040390085823,0,0
578,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F1921,-0.1716,NO ACTION NEEDED,2026-06-05 22:50:52,0.3488183684784011,0,0
579,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4162,F3898,-0.2223,NO ACTION NEEDED,2026-06-05 22:50:52,0.353874185355101,0,0
580,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4166,F3898,-0.3628,NO ACTION NEEDED,2026-06-05 22:50:52,0.3574225074008872,0,0
581,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F950,-0.1176,NO ACTION NEEDED,2026-06-05 22:50:52,0.3333939431071092,0,0
582,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.416,F3534,-0.157,NO ACTION NEEDED,2026-06-05 22:50:52,0.3966991622120016,0,0
583,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4164,F3898,-0.2244,NO ACTION NEEDED,2026-06-05 22:50:52,0.4102454372834795,0,0
584,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4166,F3898,-0.215,NO ACTION NEEDED,2026-06-05 22:50:52,0.3528856001651897,0,0
585,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3898,-0.251,NO ACTION NEEDED,2026-06-05 22:50:52,0.4214080960817737,0,0
586,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F1921,-0.1277,NO ACTION NEEDED,2026-06-05 22:50:52,0.3909751369359089,0,0
587,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F1921,-0.1369,NO ACTION NEEDED,2026-06-05 22:50:52,0.3391545502856208,0,0
588,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4157,F3534,-0.208,NO ACTION NEEDED,2026-06-05 22:50:52,0.3407375420019219,0,0
589,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3898,-0.2997,NO ACTION NEEDED,2026-06-05 22:50:52,0.3489803531536055,0,0
590,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4152,F3534,-0.1833,NO ACTION NEEDED,2026-06-05 22:50:52,0.4054658927692836,0,0
591,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4167,F3898,-0.2136,NO ACTION NEEDED,2026-06-05 22:50:52,0.3502926928900343,0,0
592,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4159,F3534,-0.1222,NO ACTION NEEDED,2026-06-05 22:50:52,0.3777082723638529,0,0
593,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3898,-0.3596,NO ACTION NEEDED,2026-06-05 22:50:52,0.364932581980501,0,0
594,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4159,F1921,-0.1318,NO ACTION NEEDED,2026-06-05 22:50:52,0.3513722442871889,0,0
595,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4156,F3898,-0.1923,NO ACTION NEEDED,2026-06-05 22:50:52,0.393400620098671,0,0
596,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.415,F3898,-0.3876,NO ACTION NEEDED,2026-06-05 22:50:52,0.3471258391990573,0,0
597,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.417,F3898,-0.2409,NO ACTION NEEDED,2026-06-05 22:50:52,0.4972913058853487,0,0
598,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3029,F3898,-0.2606,NO ACTION NEEDED,2026-06-05 22:50:52,0.3906469607605914,0,0
599,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,0.1387,NO ACTION NEEDED,2026-06-05 22:50:52,0.3621601929291005,0,0
600,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4143,F3898,-0.2306,NO ACTION NEEDED,2026-06-05 22:50:52,0.3299203588968492,0,0
601,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.2761,NO ACTION NEEDED,2026-06-05 22:50:52,0.3771533513958798,0,0
602,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,0.1209,NO ACTION NEEDED,2026-06-05 22:50:52,0.4081452558561321,0,0
603,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.4155,F3898,0.125,NO ACTION NEEDED,2026-06-05 22:50:52,0.3858941009918345,0,0
604,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3898,-0.1751,NO ACTION NEEDED,2026-06-05 22:50:52,0.4271336094642616,0,0
605,0,0,0.16,SAFE,Unnamed__0,-5.1403,F3912,-1.2565,F1165,0.2107,NO ACTION NEEDED,2026-06-05 22:50:52,0.3439729062615704,0,0
606,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.3714,F950,-0.1876,NO ACTION NEEDED,2026-06-05 22:50:52,0.4007532793784459,0,0
607,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4172,F3898,-0.2331,NO ACTION NEEDED,2026-06-05 22:50:52,0.3680991543624112,0,0
608,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F1921,-0.2766,NO ACTION NEEDED,2026-06-05 22:50:52,0.3409727471915719,0,0
609,0,0,0.1,SAFE,Unnamed__0,-5.1403,F3912,-1.4161,F3898,0.129,NO ACTION NEEDED,2026-06-05 22:50:52,0.4220301167753371,0,0
610,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4147,F3534,-0.1918,NO ACTION NEEDED,2026-06-05 22:50:52,0.3434162708432818,0,0
611,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4153,F1921,-0.1306,NO ACTION NEEDED,2026-06-05 22:50:52,0.3404560453390307,0,0
612,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4167,F3898,-0.263,NO ACTION NEEDED,2026-06-05 22:50:52,0.3775605141704828,0,0
613,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F3898,-0.1902,NO ACTION NEEDED,2026-06-05 22:50:52,0.3710569644033233,0,0
614,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3534,-0.2204,NO ACTION NEEDED,2026-06-05 22:50:52,0.4177581504091984,0,0
615,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F1921,-0.2095,NO ACTION NEEDED,2026-06-05 22:50:52,0.3450496092487183,0,0
616,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4171,F3898,-0.2763,NO ACTION NEEDED,2026-06-05 22:50:52,0.3361221311466609,0,0
617,0,0,0.06,SAFE,Unnamed__0,-5.1403,F3912,-1.4158,F3898,-0.2552,NO ACTION NEEDED,2026-06-05 22:50:52,0.3334785708146607,0,0
618,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4154,F1921,-0.1088,NO ACTION NEEDED,2026-06-05 22:50:52,0.3467834441375778,0,0
619,0,0,0.08,SAFE,Unnamed__0,-5.1403,F3912,-1.4165,F3534,-0.11,NO ACTION NEEDED,2026-06-05 22:50:52,0.4082503362260762,0,0
620,0,0,0.09,SAFE,Unnamed__0,-5.1403,F3912,-1.3203,F1165,0.3273,NO ACTION NEEDED,2026-06-05 22:50:52,0.355215969654557,0,0
621,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4135,F3898,-0.4142,NO ACTION NEEDED,2026-06-05 22:50:52,0.357920696497747,0,0
622,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4163,F1921,-0.1426,NO ACTION NEEDED,2026-06-05 22:50:52,0.3766600726300164,0,0
623,0,0,0.11,SAFE,Unnamed__0,-5.1403,F3912,-1.3285,freq_amount_ratio,0.1769,NO ACTION NEEDED,2026-06-05 22:50:52,0.3539006298960793,0,0
624,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4168,F3898,-0.2457,NO ACTION NEEDED,2026-06-05 22:50:52,0.3636316289963572,0,0
625,0,0,0.07,SAFE,Unnamed__0,-5.1403,F3912,-1.4157,F3898,-0.3115,NO ACTION NEEDED,2026-06-05 22:50:52,0.451473711941046,0,0
